event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	ref_junction	ref_PSI	alt_junction	alt_PSI	dPSI	OR_junction	p_junction	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
MSE_811	MSE@chr12@84319855-84320171;84321812-84321991;84322884-84323019@84317174-84325571	3	chr12:84319855-84320171;chr12:84321812-84321991;chr12:84322884-84323019	chr12:84317174-84319855;chr12:84320171-84321812;chr12:84321991-84322884;chr12:84323019-84325571;chr12:84317174-84325571	+	ENSMUSG00000042472	Zfp410	annotated	0;0;879;707;17	0.9588875453446191	0;0;740;470;24	0.9264931087289433	-0.03239443661567576	nan;nan;1.6769475357710653;2.123654568210263	1.0;1.0;0.1139773679090775;0.022601623818671257	1.0	1.0	No	0.9264367816091954	0.940983606557377	1.0	1.0	0.9418604651162791	0.8834355828220859	0.7485393173693166
MSE_816	MSE@chr12@85111498-85111531;85115273-85115321@85110959-85118359	2	chr12:85111498-85111531;chr12:85115273-85115321	chr12:85110959-85111498;chr12:85111531-85115273;chr12:85115321-85118359;chr12:85110959-85118359	+	ENSMUSG00000004789	Dlst	annotated	732;980;1153;0	1.0	838;1129;1315;1	0.9990867579908675	-0.0009132420091324533	inf;inf;inf	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	0.995575221238938	1.0	0.42264973081035495
MSE_818	MSE@chr12@86014767-86014859;86020521-86020603;86024220-86024342@86012862-86053143	3	chr12:86014767-86014859;chr12:86020521-86020603;chr12:86024220-86024342	chr12:86012862-86014767;chr12:86014859-86020521;chr12:86020603-86024220;chr12:86024342-86053143;chr12:86012862-86053143	+	ENSMUSG00000012609	Ttll5	annotated	0;13;45;40;0	1.0	0;12;9;22;4	0.7288135593220338	-0.27118644067796616	nan;inf;inf;inf	1.0;0.10673234811165845;0.001685247601763028;0.020743145743145744	1.0	1.0	No	1.0	1.0		1.0	1.0	0.5	0.42264973081037427
MSE_824	MSE@chr12@87441271-87441343;87441643-87441780@87440414-87443642	2	chr12:87441271-87441343;chr12:87441643-87441780	chr12:87440414-87441271;chr12:87441343-87441643;chr12:87441780-87443642;chr12:87440414-87443642	-	ENSMUSG00000079036	Alkbh1	annotated	13;14;254;265	0.2611524163568773	47;37;97;103	0.3693877551020408	0.1082353387451635	0.10750702529104778;0.14706782253952067;1.0177786422874926	1.4779547324034508e-13;1.3019104188762786e-09;0.9337925537810912	0.9337925537810912	1.0	No	0.3033175355450237	0.35161290322580646	0.1945945945945946	0.375	0.5294117647058824	0.2909090909090909	0.25118561837145637
MSE_829	MSE@chr12@88794504-88795893;88832553-88832570;88850279-88850308@88723186-89187022	3	chr12:88794504-88795893;chr12:88832553-88832570;chr12:88850279-88850308	chr12:88723186-88794504;chr12:88795893-88832553;chr12:88832570-88850279;chr12:88850308-89187022;chr12:88723186-89187022	+	ENSMUSG00000066392	Nrxn3	annotated	123;82;94;90;0	1.0	75;58;67;22;0	1.0	0.0	nan;nan;nan;nan	1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_830	MSE@chr12@98658213-98658646;98659550-98659616@98648482-98661972	2	chr12:98658213-98658646;chr12:98659550-98659616	chr12:98648482-98658213;chr12:98658646-98659550;chr12:98659616-98661972;chr12:98648482-98661972	+	ENSMUSG00000021007	Spata7	annotated	125;185;109;0	1.0	202;183;210;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_831	MSE@chr12@98774245-98774319;98779108-98779267@98763978-98783582	2	chr12:98774245-98774319;chr12:98779108-98779267	chr12:98763978-98774245;chr12:98774319-98779108;chr12:98779267-98783582;chr12:98763978-98783582	+	ENSMUSG00000021012	Zc3h14	annotated	618;362;0;82	0.799347471451876	747;480;0;65	0.8628691983122363	0.06352172686036028	0.6557939073366638;0.5978150406504065;nan	0.018521960051416167;0.005213182587856141;1.0	1.0	1.0	No	0.6649746192893402	0.8774422735346359	0.8327137546468402	0.9514824797843666	0.8087248322147651	0.8615384615384615	0.35489546556889096
MSE_832	MSE@chr12@98774245-98774319;98779108-98779267;98780048-98780280@98763978-98783582	3	chr12:98774245-98774319;chr12:98779108-98779267;chr12:98780048-98780280	chr12:98763978-98774245;chr12:98774319-98779108;chr12:98779267-98780048;chr12:98780280-98783582;chr12:98763978-98783582	+	ENSMUSG00000021012	Zc3h14	annotated	618;362;332;426;82	0.8412391093901258	747;480;426;401;65	0.8876404494382022	0.04640134004807639	0.6557939073366638;0.5978150406504065;0.6177716706744533;0.8421020619183748	0.018521960051416167;0.005213182587856141;0.008641980579477935;0.3705820284969404	0.3705820284969404	1.0	No	0.7552155771905424	0.8994535519125683	0.8611111111111112	0.9605911330049262	0.8428128231644261	0.8861788617886179	0.355608819914545
MSE_833	MSE@chr12@98774245-98774319;98780048-98780280@98763978-98783582	2	chr12:98774245-98774319;chr12:98780048-98780280	chr12:98763978-98774245;chr12:98774319-98780048;chr12:98780280-98783582;chr12:98763978-98783582	+	ENSMUSG00000021012	Zc3h14	unannotated	618;47;426;82	0.8160059835452506	747;0;401;65	0.8548026805658973	0.0387966970206467	0.6557939073366638;inf;0.8421020619183748	0.018521960051416167;1.6485561433139327e-10;0.3705820284969404	0.3705820284969404	1.0	No	0.717948717948718	0.8765652951699463	0.8548387096774194	0.9491525423728814	0.8044596912521441	0.8448275862068967	0.49260884325514903
MSE_835	MSE@chr12@98819861-98819869;98821600-98821614@98817898-98824634	2	chr12:98819861-98819869;chr12:98821600-98821614	chr12:98817898-98819861;chr12:98819869-98821600;chr12:98821614-98824634;chr12:98817898-98824634	-	ENSMUSG00000051166	Eml5	annotated	27;27;34;0	1.0	54;45;61;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
MSE_836	MSE@chr13@100000250-100000316;100002287-100002439@99993651-100015386	2	chr13:100000250-100000316;chr13:100002287-100002439	chr13:99993651-100000250;chr13:100000316-100002287;chr13:100002439-100015386;chr13:99993651-100015386	-	ENSMUSG00000021646	Mccc2	unannotated	879;71;3;33	0.905893536121673	537;15;0;4	0.9787234042553191	0.07282986813364611	0.1984086676824107;0.5737373737373738;inf	0.0004329172455642045;0.4248800037782418;1.0	1.0	1.0	No	1.0	1.0	0.7138728323699421	1.0	0.9571428571428572	0.9642857142857143	0.5446293505509311
MSE_837	MSE@chr13@100125819-100125931;100126587-100126658;100126870-100126989@100124965-100127805	3	chr13:100125819-100125931;chr13:100126587-100126658;chr13:100126870-100126989	chr13:100124965-100125819;chr13:100125931-100126587;chr13:100126658-100126870;chr13:100126989-100127805;chr13:100124965-100127805	+	ENSMUSG00000021645	Smn1	annotated	0;0;529;724;0	1.0	0;0;520;538;0	1.0	0.0	nan;nan;nan;nan	1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_838	MSE@chr13@100126587-100126658;100126870-100126989@100124965-100127805	2	chr13:100126587-100126658;chr13:100126870-100126989	chr13:100124965-100126587;chr13:100126658-100126870;chr13:100126989-100127805;chr13:100124965-100127805	+	ENSMUSG00000021645	Smn1	annotated	397;529;724;0	1.0	350;520;538;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_839	MSE@chr13@100126587-100126658;100126870-100126989;100127805-100128005;100128215-100128361;100131080-100131175;100132356-100132466@100124965-100135689	6	chr13:100126587-100126658;chr13:100126870-100126989;chr13:100127805-100128005;chr13:100128215-100128361;chr13:100131080-100131175;chr13:100132356-100132466	chr13:100124965-100126587;chr13:100126658-100126870;chr13:100126989-100127805;chr13:100128005-100128215;chr13:100128361-100131080;chr13:100131175-100132356;chr13:100132466-100135689;chr13:100124965-100135689	+	ENSMUSG00000021645	Smn1	annotated	397;529;724;621;922;823;534;0	1.0	350;520;538;627;477;520;266;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_840	MSE@chr13@100539261-100539933;100541068-100541184@100535124-100552564	2	chr13:100539261-100539933;chr13:100541068-100541184	chr13:100535124-100539261;chr13:100539933-100541068;chr13:100541184-100552564;chr13:100535124-100552564	-	ENSMUSG00000021638	Ocln	annotated	40;66;24;0	1.0	52;53;15;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
MSE_842	MSE@chr13@103764296-103764419;103768058-103768222@103764006-103769317	2	chr13:103764296-103764419;chr13:103768058-103768222	chr13:103764006-103764296;chr13:103764419-103768058;chr13:103768222-103769317;chr13:103764006-103769317	-	ENSMUSG00000032621	Srek1	annotated	23;0;0;137	0.05299539170506913	47;0;0;186	0.07768595041322314	0.02469055870815401	0.66438888026091;nan;nan	0.1793530898230578;1.0;1.0	1.0	1.0	No	0.0	0.07120743034055728	0.0	0.05660377358490566	0.05434782608695652	0.1068702290076336	0.17742217954201847
MSE_849	MSE@chr13@104445144-104445211;104445616-104445704@104444953-104462228	2	chr13:104445144-104445211;chr13:104445616-104445704	chr13:104444953-104445144;chr13:104445211-104445616;chr13:104445704-104462228;chr13:104444953-104462228	+	ENSMUSG00000046169	Adamts6	annotated	4;1;70;26	0.49019607843137253	18;31;99;49	0.5016949152542373	0.011498836822864733	0.4188034188034188;0.060794044665012405;1.3325563325563325	0.1919448560972746;0.0004383175686058494;0.3942660315425247	0.3942660315425247	1.0	No	0.6521739130434783	0.35714285714285715		0.4375	0.8714285714285714	0.3664596273291925	0.8205724469555038
MSE_852	MSE@chr13@106969704-106969817;106974495-106974562@106968788-106975371	2	chr13:106969704-106969817;chr13:106974495-106974562	chr13:106968788-106969704;chr13:106969817-106974495;chr13:106974562-106975371;chr13:106968788-106975371	-	ENSMUSG00000021693	Kif2a	annotated	15;4;350;0	1.0	22;25;240;3	0.9695945945945946	-0.030405405405405372	inf;inf;inf	0.2788461538461539;1.0;0.06830850825830324	1.0	1.0	No	1.0	1.0	1.0	1.0	0.9387755102040817	1.0	0.4226497308103756
MSE_854	MSE@chr13@112465727-112465926;112472587-112472673@112464250-112475031	2	chr13:112465727-112465926;chr13:112472587-112472673	chr13:112464250-112465727;chr13:112465926-112472587;chr13:112472673-112475031;chr13:112464250-112475031	+	ENSMUSG00000021756	Il6st	annotated	17;18;1583;0	1.0	2;8;1619;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_855	MSE@chr13@112479985-112480080;112488504-112488658;112490483-112490642@112475109-112502791	3	chr13:112479985-112480080;chr13:112488504-112488658;chr13:112490483-112490642	chr13:112475109-112479985;chr13:112480080-112488504;chr13:112488658-112490483;chr13:112490642-112502791;chr13:112475109-112502791	+	ENSMUSG00000021756	Il6st	annotated	1053;0;1035;0;0	1.0	1230;0;1024;0;0	1.0	0.0	nan;nan;nan;nan	1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_856	MSE@chr13@112479985-112480290;112481424-112481544;112487709-112487869;112488504-112488658;112490483-112490642;112491144-112491186;112493589-112493671;112494579-112494789;112495190-112495372;112497285-112497386;112497722-112497868;112498749-112498889;112501113-112501209@112475109-112502791	13	chr13:112479985-112480290;chr13:112481424-112481544;chr13:112487709-112487869;chr13:112488504-112488658;chr13:112490483-112490642;chr13:112491144-112491186;chr13:112493589-112493671;chr13:112494579-112494789;chr13:112495190-112495372;chr13:112497285-112497386;chr13:112497722-112497868;chr13:112498749-112498889;chr13:112501113-112501209	chr13:112475109-112479985;chr13:112480290-112481424;chr13:112481544-112487709;chr13:112487869-112488504;chr13:112488658-112490483;chr13:112490642-112491144;chr13:112491186-112493589;chr13:112493671-112494579;chr13:112494789-112495190;chr13:112495372-112497285;chr13:112497386-112497722;chr13:112497868-112498749;chr13:112498889-112501113;chr13:112501209-112502791;chr13:112475109-112502791	+	ENSMUSG00000021756	Il6st	annotated	1053;1119;1087;1155;1035;0;0;1068;869;1426;1350;1534;1140;1459;0	1.0	1230;1132;1380;1226;1024;0;0;1722;1215;1404;1365;1560;1676;1720;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_857	MSE@chr13@112479985-112480290;112481424-112481544;112487709-112487869;112488504-112488658;112490483-112490642;112493589-112493671;112494579-112494789;112495190-112495372;112497285-112497386;112497722-112497868;112498749-112498889;112501113-112501209@112475109-112502791	12	chr13:112479985-112480290;chr13:112481424-112481544;chr13:112487709-112487869;chr13:112488504-112488658;chr13:112490483-112490642;chr13:112493589-112493671;chr13:112494579-112494789;chr13:112495190-112495372;chr13:112497285-112497386;chr13:112497722-112497868;chr13:112498749-112498889;chr13:112501113-112501209	chr13:112475109-112479985;chr13:112480290-112481424;chr13:112481544-112487709;chr13:112487869-112488504;chr13:112488658-112490483;chr13:112490642-112493589;chr13:112493671-112494579;chr13:112494789-112495190;chr13:112495372-112497285;chr13:112497386-112497722;chr13:112497868-112498749;chr13:112498889-112501113;chr13:112501209-112502791;chr13:112475109-112502791	+	ENSMUSG00000021756	Il6st	annotated	1053;1119;1087;1155;1035;1168;1068;869;1426;1350;1534;1140;1459;0	1.0	1230;1132;1380;1226;1024;1333;1722;1215;1404;1365;1560;1676;1720;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_858	MSE@chr13@112479985-112480290;112481424-112481544;112487709-112487869;112488504-112488658;112490483-112490642;112493589-112493671;112494579-112494789;112497285-112497386;112497722-112497868;112498749-112498889;112501113-112501209@112475109-112502791	11	chr13:112479985-112480290;chr13:112481424-112481544;chr13:112487709-112487869;chr13:112488504-112488658;chr13:112490483-112490642;chr13:112493589-112493671;chr13:112494579-112494789;chr13:112497285-112497386;chr13:112497722-112497868;chr13:112498749-112498889;chr13:112501113-112501209	chr13:112475109-112479985;chr13:112480290-112481424;chr13:112481544-112487709;chr13:112487869-112488504;chr13:112488658-112490483;chr13:112490642-112493589;chr13:112493671-112494579;chr13:112494789-112497285;chr13:112497386-112497722;chr13:112497868-112498749;chr13:112498889-112501113;chr13:112501209-112502791;chr13:112475109-112502791	+	ENSMUSG00000021756	Il6st	annotated	1053;1119;1087;1155;1035;1168;1068;0;1350;1534;1140;1459;0	1.0	1230;1132;1380;1226;1024;1333;1722;0;1365;1560;1676;1720;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_859	MSE@chr13@112491144-112491186;112493589-112493671@112490642-112494579	2	chr13:112491144-112491186;chr13:112493589-112493671	chr13:112490642-112491144;chr13:112491186-112493589;chr13:112493671-112494579;chr13:112490642-112494579	+	ENSMUSG00000021756	Il6st	annotated	0;0;1068;0	1.0	0;0;1722;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_860	MSE@chr13@112491144-112491186;112493589-112493671;112494579-112494789;112495190-112495372;112497285-112497386;112497722-112497868;112498749-112498889;112501113-112501209@112490642-112502791	8	chr13:112491144-112491186;chr13:112493589-112493671;chr13:112494579-112494789;chr13:112495190-112495372;chr13:112497285-112497386;chr13:112497722-112497868;chr13:112498749-112498889;chr13:112501113-112501209	chr13:112490642-112491144;chr13:112491186-112493589;chr13:112493671-112494579;chr13:112494789-112495190;chr13:112495372-112497285;chr13:112497386-112497722;chr13:112497868-112498749;chr13:112498889-112501113;chr13:112501209-112502791;chr13:112490642-112502791	+	ENSMUSG00000021756	Il6st	annotated	0;0;1068;869;1426;1350;1534;1140;1459;0	1.0	0;0;1722;1215;1404;1365;1560;1676;1720;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_861	MSE@chr13@112493589-112493671;112494579-112494789;112495190-112495372;112497285-112497386;112497722-112497868;112498749-112498889;112501113-112501209@112490642-112502791	7	chr13:112493589-112493671;chr13:112494579-112494789;chr13:112495190-112495372;chr13:112497285-112497386;chr13:112497722-112497868;chr13:112498749-112498889;chr13:112501113-112501209	chr13:112490642-112493589;chr13:112493671-112494579;chr13:112494789-112495190;chr13:112495372-112497285;chr13:112497386-112497722;chr13:112497868-112498749;chr13:112498889-112501113;chr13:112501209-112502791;chr13:112490642-112502791	+	ENSMUSG00000021756	Il6st	annotated	1168;1068;869;1426;1350;1534;1140;1459;0	1.0	1333;1722;1215;1404;1365;1560;1676;1720;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_862	MSE@chr13@112493589-112493671;112494579-112494789;112497285-112497386;112497722-112497868;112498749-112498889;112501113-112501209@112490642-112502791	6	chr13:112493589-112493671;chr13:112494579-112494789;chr13:112497285-112497386;chr13:112497722-112497868;chr13:112498749-112498889;chr13:112501113-112501209	chr13:112490642-112493589;chr13:112493671-112494579;chr13:112494789-112497285;chr13:112497386-112497722;chr13:112497868-112498749;chr13:112498889-112501113;chr13:112501209-112502791;chr13:112490642-112502791	+	ENSMUSG00000021756	Il6st	annotated	1168;1068;0;1350;1534;1140;1459;0	1.0	1333;1722;0;1365;1560;1676;1720;0	1.0	0.0	nan;nan;nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_863	MSE@chr13@114351448-114351526;114387408-114387457@114317029-114387959	2	chr13:114351448-114351526;chr13:114387408-114387457	chr13:114317029-114351448;chr13:114351526-114387408;chr13:114387457-114387959;chr13:114317029-114387959	-	ENSMUSG00000021764	Ndufs4	annotated	6866;14;7;485	0.8255813953488372	3968;9;6;216	0.8600734182681926	0.03449202291935538	0.7706268706351845;0.6927835051546392;0.5195876288659794	0.0017973966427805663;0.49209568625123223;0.23940636083679503	0.49209568625123223	1.0	No	0.8761904761904762	0.8940372199012533	0.762699564586357	0.8767123287671232	0.8264840182648402	0.8696485623003194	0.7852266083439778
MSE_864	MSE@chr13@114823155-114823269;114824567-114824694@114820946-114825211	2	chr13:114823155-114823269;chr13:114824567-114824694	chr13:114820946-114823155;chr13:114823269-114824567;chr13:114824694-114825211;chr13:114820946-114825211	+	ENSMUSG00000015536	Mocs2	annotated	0;0;4352;98	0.936719758932415	0;0;3079;15	0.985595390524968	0.04887563159255304	nan;nan;0.21634376387774987	1.0;1.0;1.230675346688669e-10	1.0	1.0	No	0.9971617786187322	1.0	0.8463569165786695	0.9947735191637631	0.9735182849936949	0.9847844463229078	0.5472617341201144
MSE_865	MSE@chr13@114823155-114823269;114824567-114824694;114825211-114825361@114820946-114826158	3	chr13:114823155-114823269;chr13:114824567-114824694;chr13:114825211-114825361	chr13:114820946-114823155;chr13:114823269-114824567;chr13:114824694-114825211;chr13:114825361-114826158;chr13:114820946-114826158	+	ENSMUSG00000015536	Mocs2	annotated	0;0;4352;3133;0	1.0	0;0;3079;2271;1	0.999252895031752	-0.0007471049682480357	nan;nan;inf;inf	1.0;1.0;0.4144241119483315;0.4203515263644773	1.0	1.0	No	1.0	1.0	1.0	1.0	0.9970781592403214	1.0	0.4226497308103888
MSE_866	MSE@chr13@114824567-114824694;114825211-114825234@114820946-114826158	2	chr13:114824567-114824694;chr13:114825211-114825234	chr13:114820946-114824567;chr13:114824694-114825211;chr13:114825234-114826158;chr13:114820946-114826158	+	ENSMUSG00000015536	Mocs2	annotated	4157;4352;176;0	1.0	2807;3079;162;1	0.9995042141794744	-0.0004957858205255627	inf;inf;inf	0.4031586503948313;0.4144241119483315;0.4808259587020649	0.4808259587020649	1.0	No	1.0	1.0	1.0	1.0	0.9980952380952381	1.0	0.42264973081035184
MSE_867	MSE@chr13@114824567-114824694;114825211-114825265@114820946-114826158	2	chr13:114824567-114824694;chr13:114825211-114825265	chr13:114820946-114824567;chr13:114824694-114825211;chr13:114825265-114826158;chr13:114820946-114826158	+	ENSMUSG00000015536	Mocs2	annotated	4157;4352;82;0	1.0	2807;3079;72;1	0.9994967287367891	-0.0005032712632109249	inf;inf;inf	0.4031586503948313;0.4144241119483315;0.47096774193548385	0.47096774193548385	1.0	No	1.0	1.0	1.0	1.0	0.998046875	1.0	0.42264973081039614
MSE_868	MSE@chr13@114824567-114824694;114825211-114825361@114820946-114826158	2	chr13:114824567-114824694;chr13:114825211-114825361	chr13:114820946-114824567;chr13:114824694-114825211;chr13:114825361-114826158;chr13:114820946-114826158	+	ENSMUSG00000015536	Mocs2	annotated	4157;4352;3133;0	1.0	2807;3079;2271;1	0.9996323529411765	-0.0003676470588235281	inf;inf;inf	0.4031586503948313;0.4144241119483315;0.4203515263644773	0.4203515263644773	1.0	No	1.0	1.0	1.0	1.0	0.9985888993414863	1.0	0.42264973081040447
MSE_869	MSE@chr13@116894636-116895194;116895656-116895781@116893247-116910865	2	chr13:116894636-116895194;chr13:116895656-116895781	chr13:116893247-116894636;chr13:116895194-116895656;chr13:116895781-116910865;chr13:116893247-116910865	-	ENSMUSG00000021725	Parp8	annotated	244;579;0;0	1.0	343;390;6;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_870	MSE@chr13@116894636-116895194;116895656-116895781;116902790-116902856@116893247-116910865	3	chr13:116894636-116895194;chr13:116895656-116895781;chr13:116902790-116902856	chr13:116893247-116894636;chr13:116895194-116895656;chr13:116895781-116902790;chr13:116902856-116910865;chr13:116893247-116910865	-	ENSMUSG00000021725	Parp8	annotated	244;579;520;426;0	1.0	343;390;418;357;0	1.0	0.0	nan;nan;nan;nan	1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_871	MSE@chr13@116922570-116922664;116924966-116925043;116926517-116926587;116927302-116927391@116911444-116938744	4	chr13:116922570-116922664;chr13:116924966-116925043;chr13:116926517-116926587;chr13:116927302-116927391	chr13:116911444-116922570;chr13:116922664-116924966;chr13:116925043-116926517;chr13:116926587-116927302;chr13:116927391-116938744;chr13:116911444-116938744	-	ENSMUSG00000021725	Parp8	annotated	272;260;177;188;260;0	1.0	378;382;330;328;343;0	1.0	0.0	nan;nan;nan;nan;nan	1.0;1.0;1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_872	MSE@chr13@119372396-119372591;119374629-119374774@119370145-119381676	2	chr13:119372396-119372591;chr13:119374629-119374774	chr13:119370145-119372396;chr13:119372591-119374629;chr13:119374774-119381676;chr13:119370145-119381676	-	ENSMUSG00000025453	Nnt	annotated	552;244;209;17	0.9517045454545454	430;253;304;19	0.9454022988505747	-0.006302246603970718	1.4347469220246238;1.0778888630551036;0.7683823529411765	0.3084131474922276;0.864360486650684;0.48559489162991093	0.864360486650684	1.0	No	0.9565217391304348	0.8885714285714286	1.0	0.8985915492957747	0.9794520547945206	0.9622166246851387	0.9704495054440933
MSE_873	MSE@chr13@119464565-119464690;119465280-119465387@119463119-119466011	2	chr13:119464565-119464690;chr13:119465280-119465387	chr13:119463119-119464565;chr13:119464690-119465280;chr13:119465387-119466011;chr13:119463119-119466011	+	ENSMUSG00000062822	4833420G17Rik	unannotated	214;151;37;422	0.24100719424460432	130;125;41;458	0.17724550898203595	-0.06376168526256837	1.7865840320816624;1.3110521327014217;0.9794243440064733	8.026620229578702e-06;0.05348326226426392;1.0	1.0	1.0	No	0.1094736842105263	0.40759493670886077	0.06947890818858561	0.15267175572519084	0.2289156626506024	0.1574074074074074	0.8970081790367233
MSE_878	MSE@chr13@12617255-12617263;12617363-12617499@12615849-12617725	2	chr13:12617255-12617263;chr13:12617363-12617499	chr13:12615849-12617255;chr13:12617263-12617363;chr13:12617499-12617725;chr13:12615849-12617725	-	ENSMUSG00000097715	Gpr137b-ps	annotated	5;0;49;434	0.03982300884955752	5;1;28;398	0.027687296416938113	-0.012135712432619409	0.9170506912442397;0.0;1.6048387096774193	1.0;0.4789915966386554;0.0567589815329701	1.0	1.0	No	0.026859504132231402	0.034031413612565446	0.05714285714285714	0.0	0.047210300429184546	0.029197080291970802	0.45463310775529747
MSE_880	MSE@chr13@13975438-13975634;13980601-13980696@13970867-13987353	2	chr13:13975438-13975634;chr13:13980601-13980696	chr13:13970867-13975438;chr13:13975634-13980601;chr13:13980696-13987353;chr13:13970867-13987353	+	ENSMUSG00000039242	B3galnt2	annotated	211;163;135;0	1.0	175;162;126;0	1.0	0.0	nan;nan;nan	1.0;1.0;1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
MSE_881	MSE@chr13@14057796-14057888;14059319-14059450@14055220-14063206	2	chr13:14057796-14057888;chr13:14059319-14059450	chr13:14055220-14057796;chr13:14057888-14059319;chr13:14059450-14063206;chr13:14055220-14063206	-	ENSMUSG00000021302	Ggps1	annotated	801;181;105;130	0.7359512525389302	710;151;40;112	0.7283751010509296	-0.007576151488000615	0.9719609967497291;1.0327050433010698;2.2615384615384615	0.8896802171894829;0.865582636210169;0.00025932181227510115	0.8896802171894829	1.0	No	0.6387959866220736	0.7830188679245284	0.7343173431734317	0.664935064935065	0.8461538461538461	0.7055555555555556	0.7864836361097316
MSE_882	MSE@chr13@14057796-14057888;14059319-14059453@14055220-14063206	2	chr13:14057796-14057888;chr13:14059319-14059453	chr13:14055220-14057796;chr13:14057888-14059319;chr13:14059453-14063206;chr13:14055220-14063206	-	ENSMUSG00000021302	Ggps1	annotated	801;181;7;130	0.7171863669325599	710;151;9;112	0.7213930348258707	0.0042066678933108115	0.9719609967497291;1.0327050433010698;0.67008547008547	0.8896802171894829;0.865582636210169;0.4525506431355667	0.8896802171894829	1.0	No	0.6351351351351352	0.7788461538461539	0.6862745098039216	0.6614173228346457	0.84	0.6971428571428572	0.6606263531714748
MSE_883	MSE@chr13@14057796-14057888;14059319-14059457@14055220-14063206	2	chr13:14057796-14057888;chr13:14059319-14059457	chr13:14055220-14057796;chr13:14057888-14059319;chr13:14059457-14063206;chr13:14055220-14063206	-	ENSMUSG00000021302	Ggps1	annotated	801;181;89;130	0.7330595482546202	710;151;22;112	0.7243642329778507	-0.008695315276769477	0.9719609967497291;1.0327050433010698;3.4853146853146852	0.8896802171894829;0.865582636210169;1.8194523779720254e-06	0.8896802171894829	1.0	No	0.6785714285714286	0.786046511627907	0.7	0.6631853785900783	0.8410596026490066	0.702247191011236	0.838112784058812
