event_id	pos_id	exon_a	exon_b	exon_c	intron_a	strand	gene_id	gene_name	label	ref_junction_a	ref_junction_a_start	ref_junction_a_end	ref_PSI	alt_junction_a	alt_junction_a_start	alt_junction_a_end	alt_PSI	dPSI	OR_junction_a_start	p_junction_a_start	OR_junction_a_end	p_junction_a_end	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
RI_4935	RI@chr3@88907582-88907989	chr3:88907372-88907582	chr3:88907989-88908607	chr3:88907372-88908607	chr3:88907582-88907989	+	ENSMUSG00000054199	Gon4l	unannotated	196	42	15	0.12694877505567928	95	36	39	0.2830188679245283	0.15607009286884901	1.768421052631579	0.03285299799614183	5.364210526315789	8.755881163501165e-08	0.03285299799614183	0.09699486121928978	No	0.007874015748031496	0.4198473282442748	0.005235602094240838	0.23255813953488372	0.42424242424242425	0.23893805309734514	0.3881965954669709
RI_6336	RI@chr6@86430351-86430836	chr6:86430241-86430351	chr6:86430836-86433406	chr6:86430241-86433406	chr6:86430351-86430836	+	ENSMUSG00000071337	Tia1	unannotated	0	1641	1070	1.0	6	1839	1206	0.9960745829244357	-0.003925417075564264	0.0	0.03272407710856637	0.0	0.03286287055161977	0.03286287055161977	0.09699486121928978	No	1.0	1.0	1.0	0.9856115107913669	1.0	1.0	0.42264973081037716
RI_2244	RI@chr16@17858570-17859404	chr16:17858360-17858570	chr16:17859404-17859526	chr16:17858360-17859526	chr16:17858570-17859404	-	ENSMUSG00000003166	Dgcr2	annotated	745	1028	53	0.4204589653831194	717	673	31	0.3292797006548176	-0.09117926472830179	0.6802351453581449	1.0293439889934081e-07	0.6077471645483014	0.03292216920882179	0.03292216920882179	0.0971309511433348	No	0.5116279069767442	0.3474903474903475	0.44265809217577706	0.31725888324873097	0.3581780538302277	0.32410611303344866	0.1614126475261124
RI_5045	RI@chr3@96723699-96723797	chr3:96723514-96723699	chr3:96723797-96724052	chr3:96723514-96724052	chr3:96723699-96723797	-	ENSMUSG00000028099	Polr3c	annotated	333	151	137	0.3018867924528302	325	107	83	0.2261904761904762	-0.07569631626235399	0.7260519612837494	0.03295039270295198	0.6207523862998315	0.0029773917994856108	0.03295039270295198	0.09717528709032375	No	0.2119205298013245	0.11409395973154363	0.536723163841808	0.2883895131086142	0.18055555555555555	0.21403508771929824	0.6892319581962545
RI_3934	RI@chr1@75442612-75442901	chr1:75442444-75442612	chr1:75442901-75443179	chr1:75442444-75443179	chr1:75442612-75442901	+	ENSMUSG00000033021	Gmppa	annotated	1289	22	117	0.051159366948840636	959	52	61	0.05563761693746923	0.004478249988628592	3.1769836003412646	3.6271648810526835e-06	0.700774489095657	0.03298583549334791	0.03298583549334791	0.09724086972498559	No	0.03988183161004431	0.12406947890818859	0.009724473257698542	0.08095238095238096	0.05630026809651475	0.029339853300733496	0.9538934444108116
RI_5145	RI@chr4@119421683-119422291	chr4:119421580-119421683	chr4:119422291-119422420	chr4:119421580-119422420	chr4:119421683-119422291	-	ENSMUSG00000028636	Ppcs	unannotated	0	41	202	1.0	4	28	90	0.9365079365079365	-0.06349206349206349	0.0	0.033038413127164816	0.0	0.009729966477811679	0.033038413127164816	0.09735689246436242	No	1.0	1.0	1.0	0.8688524590163934	1.0	1.0	0.42264973081037394
RI_7854	RI@chr9@113956068-113956707	chr9:113955963-113956068	chr9:113956707-113956813	chr9:113955963-113956813	chr9:113956068-113956707	+	ENSMUSG00000009741	Ubp1	annotated	450	254	205	0.33774834437086093	433	557	253	0.48329355608591884	0.1455452117150579	2.27900929242967	2.104921664432546e-16	1.2826001239227174	0.033118071046337655	0.033118071046337655	0.0975525900740922	No	0.2422907488986784	0.4966887417218543	0.16279069767441862	0.5103578154425612	0.4259597806215722	0.5117056856187291	0.2065238378277712
RI_2835	RI@chr17@34854499-34854696	chr17:34854445-34854499	chr17:34854696-34854798	chr17:34854445-34854798	chr17:34854499-34854696	+	ENSMUSG00000024369	Nelfe	unannotated	978	9	5	0.007106598984771574	633	15	15	0.023148148148148147	0.01604154916337657	2.575039494470774	0.033205822455759364	4.6350710900473935	0.0019319397548765915	0.033205822455759364	0.09777196184094841	No	0.0	0.020833333333333332	0.0	0.011185682326621925	0.04119850187265917	0.024054982817869417	0.17453654445135633
RI_6846	RI@chr7@27175893-27176158	chr7:27175779-27175893	chr7:27176158-27176238	chr7:27175779-27176238	chr7:27175893-27176158	-	ENSMUSG00000053291	Rab4b	annotated	1813	624	220	0.18881431767337808	1180	344	181	0.18197573656845753	-0.006838581104920555	0.8470121686223381	0.03330805523168595	1.2640716486902928	0.030008489277097893	0.03330805523168595	0.09803378046608129	No	0.17960602549246812	0.16966580976863754	0.20721599219892736	0.1505466778805719	0.15989159891598917	0.23799582463465555	0.9348554749354312
RI_2162	RI@chr15@98880579-98881150	chr15:98880508-98880579	chr15:98881150-98881284	chr15:98880508-98881284	chr15:98880579-98881150	-	ENSMUSG00000023755	Rhebl1	unannotated	227	83	76	0.25938009787928223	137	76	20	0.2594594594594595	7.93615801772396e-05	1.5171928590273502	0.03337253499253173	0.43603534383403764	0.002349032244167042	0.03337253499253173	0.09817252391293287	No	0.7142857142857143	0.43775100401606426	0.0	0.21739130434782608	0.5121951219512195	0.14960629921259844	0.7250400044780589
RI_4648	RI@chr3@103804323-103804928	chr3:103804252-103804323	chr3:103804928-103805032	chr3:103804252-103805032	chr3:103804323-103804928	+	ENSMUSG00000084997	Gm15471	annotated	16	26	0	0.4482758620689655	11	4	7	0.3333333333333333	-0.11494252873563221	0.22377622377622378	0.033381857669470924	inf	0.008042209704187064	0.033381857669470924	0.09817252391293287	No		0.4482758620689655		0.5	0.5294117647058824	0.0	
RI_3205	RI@chr19@10517089-10517320	chr19:10516980-10517089	chr19:10517320-10517386	chr19:10516980-10517386	chr19:10517089-10517320	-	ENSMUSG00000024668	Sdhaf2	annotated	386	47	1323	0.6395891690009337	209	42	900	0.6926470588235294	0.05305788982259574	1.6504122976687365	0.03350856392222591	1.2563877225531361	0.018165671507763603	0.03350856392222591	0.09850581426078707	No	0.7355371900826446	0.6053997923156802	0.5958188153310104	0.5906183368869936	0.7362637362637363	0.7533206831119544	0.5244111742530086
RI_3443	RI@chr19@5751303-5751399	chr19:5751172-5751303	chr19:5751399-5751527	chr19:5751172-5751527	chr19:5751303-5751399	+	ENSMUSG00000024940	Ltbp3	annotated	907	164	126	0.13783269961977188	632	41	62	0.0753474762253109	-0.06248522339446097	0.3587816455696203	1.7521052883239546e-09	0.7061733976290938	0.033522969957971785	0.033522969957971785	0.09850883909437519	No	0.26265060240963856	0.11138310893512852	0.10321100917431193	0.07487520798668885	0.08745247148288973	0.06958250497017893	0.25463341434913683
RI_1135	RI@chr12@21329132-21330033	chr12:21329054-21329132	chr12:21330033-21330163	chr12:21329054-21330163	chr12:21329132-21330033	-	ENSMUSG00000052593	Adam17	annotated	685	0	53	0.03724525650035137	654	37	76	0.07952146375791697	0.0422762072575656	inf	8.968853249819265e-12	1.5019329525128382	0.03370526538700191	0.03370526538700191	0.09890795182032297	No	0.09743589743589744	0.02722323049001815	0.0	0.10997442455242967	0.07415730337078652	0.06324786324786325	0.29732636252892297
RI_3387	RI@chr19@5049032-5049407	chr19:5048993-5049032	chr19:5049407-5049917	chr19:5048993-5049917	chr19:5049032-5049407	+	ENSMUSG00000080268	Brms1	unannotated	590	116	193	0.20752182672934855	402	112	97	0.2063178677196446	-0.0012039590097039365	1.4170526676960027	0.02100757226214803	0.7376330781326528	0.03371251481110954	0.03371251481110954	0.09890795182032297	No	0.18032786885245902	0.24567474048442905	0.1853211009174312	0.14948453608247422	0.14173228346456693	0.30997304582210244	0.9582901826421906
RI_5915	RI@chr5@34634699-34634851	chr5:34634591-34634699	chr5:34634851-34634962	chr5:34634591-34634962	chr5:34634699-34634851	-	ENSMUSG00000001082	Mfsd10	annotated	311	227	135	0.3678861788617886	200	106	150	0.3902439024390244	0.02235772357723581	0.7261233480176211	0.033679860913217834	1.7277777777777779	0.0002619585165860856	0.033679860913217834	0.09890795182032297	No	0.2968036529680365	0.36416184971098264	0.4081145584725537	0.35714285714285715	0.46745562130177515	0.3719806763285024	0.4203999367840845
RI_7266	RI@chr8@105849713-105849833	chr8:105849626-105849713	chr8:105849833-105849923	chr8:105849626-105849923	chr8:105849713-105849833	-	ENSMUSG00000036672	Cenpt	annotated	85	16	10	0.1326530612244898	162	73	43	0.2636363636363636	0.1309833024118738	2.3939043209876543	0.004418991450043536	2.256172839506173	0.033688282287768406	0.033688282287768406	0.09890795182032297	No	0.0	0.28888888888888886	0.10077519379844961	0.2773109243697479	0.37777777777777777	0.17204301075268819	0.23909196337460445
RI_2310	RI@chr16@30065926-30066163	chr16:30065831-30065926	chr16:30066163-30067796	chr16:30065831-30067796	chr16:30065926-30066163	+	ENSMUSG00000022528	Hes1	unannotated	1397	165	176	0.10877192982456141	1323	119	300	0.1367047308319739	0.027932801007412494	0.7615520282186948	0.03372955298511514	1.7998866213151927	7.146926883913763e-09	0.03372955298511514	0.09891852974208995	No	0.23323615160349853	0.12472647702407003	0.04364820846905537	0.16972477064220184	0.1529790660225443	0.11195928753180662	0.8632354754586673
RI_2013	RI@chr15@79135765-79136307	chr15:79135637-79135765	chr15:79136307-79136900	chr15:79135637-79136900	chr15:79135765-79136307	+	ENSMUSG00000033039	Micall1	unannotated	119	163	228	0.6216216216216216	73	150	280	0.7465277777777778	0.12490615615615619	1.5001260610135305	0.033757975858561544	2.0019226147560683	6.4871920614402e-05	0.033757975858561544	0.09896247381466847	No	0.891156462585034	0.6638655462184874	0.4180327868852459	0.7959183673469388	0.5866666666666667	0.808695652173913	0.6694165052167103
RI_3775	RI@chr1@36316327-36318084	chr1:36316209-36316327	chr1:36318084-36318181	chr1:36316209-36318181	chr1:36316327-36318084	+	ENSMUSG00000037447	Arid5a	annotated	0	155	6	1.0	6	44	4	0.8	-0.19999999999999996	0.0	0.0001659655831348554	0.0	0.03384115884115885	0.03384115884115885	0.09916684986322871	No	1.0	1.0	1.0	1.0	1.0	0.6842105263157895	0.42264973081037427
RI_877	RI@chr11@72450094-72450626	chr11:72449993-72450094	chr11:72450626-72450774	chr11:72449993-72450774	chr11:72450094-72450626	+	ENSMUSG00000040463	Mybbp1a	unannotated	623	0	26	0.020440251572327043	581	5	42	0.03887510339123242	0.01843485181890538	inf	0.026516915743301683	1.732159406858202	0.03389980137775391	0.03389980137775391	0.09929917953292752	No	0.041237113402061855	0.01644736842105263	0.0	0.03624733475479744	0.008695652173913044	0.06835443037974684	0.4327433312871632
RI_950	RI@chr11@82795452-82795709	chr11:82795365-82795452	chr11:82795709-82795786	chr11:82795365-82795786	chr11:82795452-82795709	+	ENSMUSG00000020697	Lig3	annotated	201	17	67	0.1728395061728395	149	83	29	0.2731707317073171	0.1003312255344776	6.586261350177655	2.2461450672376928e-13	0.5838926174496645	0.033969549553212366	0.033969549553212366	0.09946392163413752	No	0.06474820143884892	0.0967741935483871	0.3125	0.08955223880597014	0.3473684210526316	0.3701657458563536	0.40449966262036796
RI_4157	RI@chr2@147029784-147029869	chr2:147029727-147029784	chr2:147029869-147029976	chr2:147029727-147029976	chr2:147029784-147029869	+	ENSMUSG00000027433	Xrn2	annotated	660	153	238	0.22852133255406196	638	217	287	0.28314606741573034	0.054624734861668384	1.4672075726842462	0.0014373332708569882	1.2474645030425964	0.03402432351442471	0.03402432351442471	0.09958470523061351	No	0.125	0.3149062191510365	0.07092198581560284	0.2301255230125523	0.2727272727272727	0.3294460641399417	0.2828264639091374
RI_6880	RI@chr7@28834226-28834448	chr7:28834156-28834226	chr7:28834448-28834536	chr7:28834156-28834536	chr7:28834226-28834448	+	ENSMUSG00000053964	Lgals4	annotated	89	0	7	0.03783783783783784	87	16	19	0.1674641148325359	0.12962627699469806	inf	2.825082731158471e-05	2.7766830870279144	0.03413505534391298	0.03413505534391298	0.09986910907929089	No	0.4666666666666667	0.0	0.0	0.20454545454545456	0.1111111111111111	0.1836734693877551	0.951017859740888
RI_6927	RI@chr7@30562938-30563052	chr7:30562796-30562938	chr7:30563052-30563241	chr7:30562796-30563241	chr7:30562938-30563052	-	ENSMUSG00000036835	Psenen	unannotated	8438	233	116	0.020261248185776487	4461	95	30	0.013816734829225158	-0.006444513356551329	0.7712141372101369	0.03424122073284532	0.4891821069962665	0.0002993637541949261	0.03424122073284532	0.10013993227826568	No	0.015546918378678512	0.020606060606060607	0.022022368269341636	0.025161290322580646	0.007919966652771988	0.007891770011273957	0.4286116843309754
RI_6337	RI@chr6@86668634-86668936	chr6:86668538-86668634	chr6:86668936-86670887	chr6:86668538-86670887	chr6:86668634-86668936	-	ENSMUSG00000001156	Mxd1	unannotated	333	85	24	0.1406451612903226	302	40	39	0.11566617862371889	-0.0249789826666037	0.5188936501753019	0.0015837261512696192	1.7918046357615893	0.03432911820669125	0.03432911820669125	0.10035713635334434	No	0.059602649006622516	0.22972972972972974	0.0975609756097561	0.0967741935483871	0.0896551724137931	0.13636363636363635	0.7238211385037574
RI_6653	RI@chr7@139984843-139985337	chr7:139984729-139984843	chr7:139985337-139985430	chr7:139984729-139985430	chr7:139984843-139985337	-	ENSMUSG00000025473	Adam8	annotated	90	10	0	0.05263157894736842	19	11	2	0.2549019607843137	0.2022703818369453	5.2105263157894735	0.0012946566986270643	inf	0.0343980343980344	0.0343980343980344	0.10051870051870053	No	0.0	0.14285714285714285	0.0		0.23076923076923078	0.28	0.03414960048321073
RI_1049	RI@chr12@108683261-108683348	chr12:108683195-108683261	chr12:108683348-108683410	chr12:108683195-108683410	chr12:108683261-108683348	+	ENSMUSG00000021262	Evl	annotated	768	31	27	0.03638644918444166	467	33	34	0.06693306693306693	0.03054661774862527	1.750638944532707	0.0344317346884524	2.0709017368546276	0.006695687015826781	0.0344317346884524	0.10057726864171498	No	0.00796812749003984	0.09869646182495345	0.0018018018018018018	0.0711864406779661	0.13898305084745763	0.012165450121654502	0.47605406828932734
RI_4246	RI@chr2@167020543-167020628	chr2:167020500-167020543	chr2:167020628-167020714	chr2:167020500-167020714	chr2:167020543-167020628	+	ENSMUSG00000017999	Ddx27	annotated	282	0	4	0.007042253521126761	226	10	11	0.04439746300211417	0.03735520948098741	inf	0.0003466084082111018	3.4314159292035398	0.034454586804648135	0.034454586804648135	0.10060411468256499	No	0.0	0.02127659574468085	0.006134969325153374	0.006369426751592357	0.010526315789473684	0.08597285067873303	0.4353763911468676
RI_4430	RI@chr2@29777956-29778732	chr2:29776110-29777956	chr2:29778732-29778868	chr2:29776110-29778868	chr2:29777956-29778732	-	ENSMUSG00000039826	Trub2	unannotated	508	89	125	0.17398373983739837	593	72	33	0.08133230054221534	-0.09265143929518303	0.6930291604297326	0.034471207330182	0.2261585160202361	2.135003189160272e-15	0.034471207330182	0.10061275100256054	No	0.16180371352785147	0.16888045540796964	0.19631901840490798	0.043327556325823226	0.09714285714285714	0.12637362637362637	0.053598050626256784
RI_1220	RI@chr12@76938755-76939430	chr12:76937272-76938755	chr12:76939430-76939514	chr12:76937272-76939514	chr12:76938755-76939430	-	ENSMUSG00000059436	Max	unannotated	190	301	481	0.6729776247848537	139	524	463	0.7802371541501977	0.107259529365344	2.3795979827433733	5.4255264760963856e-11	1.3157540495669993	0.03451559962751703	0.03451559962751703	0.10070240715413448	No	0.5110294117647058	0.762993762993763	1.0	0.7050691244239631	0.803030303030303	0.8271604938271605	0.9002295672063794
RI_3051	RI@chr18@23750559-23751580	chr18:23750447-23750559	chr18:23751580-23752322	chr18:23750447-23752322	chr18:23750559-23751580	-	ENSMUSG00000086287	Gm15972	unannotated	90	36	146	0.5027624309392266	46	7	42	0.3475177304964539	-0.15524470044277267	0.3804347826086957	0.03453365513605739	0.5628350208457416	0.02335919956949449	0.03453365513605739	0.10071518274135707	No	0.2463768115942029	0.6216216216216216	0.5274725274725275	0.2830188679245283	0.41818181818181815	0.3333333333333333	0.4016048309034473
RI_8319	RI@chrX@162786691-162787559	chrX:162786617-162786691	chrX:162787559-162787678	chrX:162786617-162787678	chrX:162786691-162787559	-	ENSMUSG00000038344	Txlng	annotated	57	11	0	0.088	67	31	6	0.21637426900584794	0.12837426900584795	2.3975576662143827	0.029394270882369757	inf	0.03463096361613117	0.03463096361613117	0.10095899290150036	No	0.0	0.09734513274336283		0.10638297872340426	0.3333333333333333	0.37142857142857144	0.10634994952077033
RI_425	RI@chr11@106250254-106250348	chr11:106250155-106250254	chr11:106250348-106250433	chr11:106250155-106250433	chr11:106250254-106250348	-	ENSMUSG00000020706	Ftsj3	annotated	426	49	34	0.08877005347593583	472	20	20	0.04065040650406504	-0.048119646971870794	0.3683846419923902	0.00015636230226433152	0.5309072781655035	0.034669602498773364	0.034669602498773364	0.10099013964840228	No	0.055299539170506916	0.14640198511166252	0.0	0.020134228187919462	0.017064846416382253	0.0737913486005089	0.566124469608221
RI_1374	RI@chr13@48262347-48262952	chr13:48262285-48262347	chr13:48262952-48266026	chr13:48262285-48266026	chr13:48262347-48262952	+	ENSMUSG00000021379	Id4	unannotated	8480	286	429	0.04045261669024045	6791	320	291	0.04304939054463468	0.0025967738543942256	1.3971597538082592	6.183301920225842e-05	0.8470281007462571	0.03468278967555804	0.03468278967555804	0.10099013964840228	No	0.04179950407368048	0.046408681993431386	0.03064066852367688	0.0427061310782241	0.05052430886558627	0.037402696031896714	0.5520589227118858
RI_8408	RI@chrX@73919540-73919754	chrX:73919502-73919540	chrX:73919754-73919869	chrX:73919502-73919869	chrX:73919540-73919754	-	ENSMUSG00000031388	Naa10	annotated	17	2370	83	0.9863289103337354	19	1284	31	0.9719142645971914	-0.01441464573654394	0.4847435043304464	0.034664934353766684	0.33417882054533926	0.0077427659482176316	0.034664934353766684	0.10099013964840228	No	1.0	0.9371534195933456	1.0	0.9704797047970479	0.956386292834891	0.9836734693877551	0.7225661717023755
RI_6335	RI@chr6@86423671-86424345	chr6:86423606-86423671	chr6:86424345-86424420	chr6:86423606-86424420	chr6:86423671-86424345	+	ENSMUSG00000071337	Tia1	annotated	368	266	244	0.40930979133226325	443	401	385	0.4700956937799043	0.06078590244764104	1.2522955243639573	0.03476954710995169	1.3107352995596344	0.013419484591221154	0.03476954710995169	0.10120274502675267	No	0.47863247863247865	0.5786259541984733	0.05322128851540616	0.41767764298093585	0.5797101449275363	0.4143646408839779	0.6047620663596509
RI_7465	RI@chr8@4519513-4520216	chr8:4519463-4519513	chr8:4520216-4520308	chr8:4519463-4520308	chr8:4519513-4520216	+	ENSMUSG00000008206	Cers4	annotated	863	60	59	0.06449864498644986	791	80	27	0.06335109532267615	-0.0011475496637737143	1.4546986936367468	0.03489137543902401	0.49928217874820546	0.0037331726048236585	0.03489137543902401	0.10151722194111923	No	0.021377672209026127	0.11677852348993288	0.033873343151693665	0.042709867452135494	0.0761904761904762	0.07796610169491526	0.8154429484372011
RI_2803	RI@chr17@34214203-34214323	chr17:34214015-34214203	chr17:34214323-34214496	chr17:34214015-34214496	chr17:34214203-34214323	+	ENSMUSG00000024339	Tap2	unannotated	1102	2	29	0.013870246085011185	650	10	7	0.012908124525436599	-0.0009621215595745861	8.476923076923077	0.0014973877466577506	0.40923076923076923	0.034982279133260206	0.034982279133260206	0.10174151008583261	No	0.0014947683109118087	0.006693440428380187	0.030525030525030524	0.006772009029345372	0.008849557522123894	0.018518518518518517	0.8856886550567153
RI_3764	RI@chr1@21262924-21264843	chr1:21262793-21262924	chr1:21264843-21265661	chr1:21262793-21265661	chr1:21262924-21264843	+	ENSMUSG00000025934	Gsta3	unannotated	76	26	42	0.3090909090909091	59	39	66	0.47085201793721976	0.16176110884631067	1.9322033898305084	0.03513161937256316	2.0242130750605325	0.009649689360468653	0.03513161937256316	0.1021355093010482	No	0.43333333333333335	0.35802469135802467	0.16455696202531644	0.3181818181818182	0.4117647058823529	0.6237623762376238	0.33462555163951413
RI_6043	RI@chr6@116405782-116406025	chr6:116405635-116405782	chr6:116406025-116406431	chr6:116405635-116406431	chr6:116405782-116406025	+	ENSMUSG00000025702	Marchf8	unannotated	585	41	61	0.08018867924528301	358	46	57	0.12576312576312576	0.045574446517842745	1.8333560430576372	0.0080750858014353	1.5269255426321091	0.0353870150127549	0.0353870150127549	0.10283740274424906	No	0.09554140127388536	0.11428571428571428	0.0	0.1393939393939394	0.14146341463414633	0.09859154929577464	0.24689129620336767
RI_2783	RI@chr17@34030734-34030824	chr17:34030566-34030734	chr17:34030824-34031833	chr17:34030566-34031833	chr17:34030734-34030824	-	ENSMUSG00000024327	Slc39a7	unannotated	2418	307	249	0.10311572700296735	2057	202	170	0.08292465448060633	-0.02019107252236102	0.7734549065002478	0.007372092693043368	0.8025490391317336	0.035441720239901546	0.035441720239901546	0.10295575062983629	No	0.050100200400801605	0.13581353653070372	0.10697115384615384	0.07332624867162593	0.08127853881278539	0.09609012591119948	0.6374309950072815
RI_7132	RI@chr7@55976667-55976764	chr7:55976580-55976667	chr7:55976764-55976984	chr7:55976580-55976984	chr7:55976667-55976764	+	ENSMUSG00000087178	A230056P14Rik	unannotated	158	453	502	0.7513768686073957	95	374	480	0.8180076628352491	0.06663079422785334	1.3731149064714767	0.03546871305893291	1.5902704969595303	0.0014439535571932347	0.03546871305893291	0.10299353429257964	No	0.7726218097447796	0.714859437751004	0.7777777777777778	0.7	0.8859060402684564	0.852017937219731	0.4251516992564819
RI_8124	RI@chr9@57141712-57141806	chr9:57141564-57141712	chr9:57141806-57141915	chr9:57141564-57141915	chr9:57141712-57141806	+	ENSMUSG00000032295	Man2c1	annotated	850	70	81	0.08157752566180443	554	67	78	0.11572226656025539	0.03414474089845096	1.4685404847859722	0.035696643498072514	1.477470250033427	0.02132621185220396	0.035696643498072514	0.10358339257626875	No	0.0535405872193437	0.12213740458015267	0.0748663101604278	0.14743589743589744	0.08029197080291971	0.11544227886056972	0.33291407425625236
RI_8359	RI@chrX@48483262-48484527	chrX:48483155-48483262	chrX:48484527-48484635	chrX:48483155-48484635	chrX:48483262-48484527	-	ENSMUSG00000036932	Aifm1	annotated	706	24	44	0.04594594594594595	794	67	75	0.08208092485549133	0.03613497890954538	2.482262804366079	0.00012575515594864865	1.5156285779711471	0.03569997967932782	0.03569997967932782	0.10358339257626875	No	0.04712041884816754	0.08038585209003216	0.0	0.10429447852760736	0.07171314741035857	0.07442489851150202	0.21450341219355842
RI_4241	RI@chr2@165283407-165283528	chr2:165283249-165283407	chr2:165283528-165283600	chr2:165283249-165283600	chr2:165283407-165283528	-	ENSMUSG00000017664	Slc35c2	annotated	0	1290	1108	1.0	4	990	643	0.9951249238269348	-0.0048750761730651515	0.0	0.035750162739612165	0.0	0.018363677320343823	0.035750162739612165	0.10364732221043464	No	1.0	1.0	1.0	0.990726429675425	0.9950372208436724	1.0	0.21854328685348112
RI_4413	RI@chr2@26916006-26916257	chr2:26915955-26916006	chr2:26916257-26916530	chr2:26915955-26916530	chr2:26916006-26916257	-	ENSMUSG00000015790	Surf1	unannotated	2209	149	58	0.044756756756756756	1311	121	52	0.06189624329159213	0.017139486534835373	1.368334024439564	0.015833160091134734	1.510665719771693	0.03573813892256253	0.03573813892256253	0.10364732221043464	No	0.06755260243632337	0.056686846450192625	0.02257217847769029	0.07638279192273925	0.05555555555555555	0.05	0.5073503017097709
RI_4800	RI@chr3@34050153-34054222	chr3:34050075-34050153	chr3:34054222-34054331	chr3:34050075-34054331	chr3:34050153-34054222	+	ENSMUSG00000027680	Fxr1	unannotated	957	39	113	0.07357212003872217	1146	113	99	0.08466453674121406	0.011092416702491892	2.4195865216807624	1.6874953369603257e-06	0.7316174767177871	0.03590013291319439	0.03590013291319439	0.10404115654181956	No	0.04568527918781726	0.09215686274509804	0.06813186813186813	0.04809286898839138	0.12017167381974249	0.07327141382868937	0.6645588662310886
RI_7505	RI@chr8@70022669-70023614	chr8:70022620-70022669	chr8:70023614-70023697	chr8:70022620-70023697	chr8:70022669-70023614	-	ENSMUSG00000031858	Mau2	annotated	331	169	1074	0.65249343832021	295	253	786	0.6378146101903008	-0.014678828129909172	1.6797312205395647	5.336836591147535e-05	0.8211532998769056	0.03596444605893934	0.03596444605893934	0.1041760967676222	No	0.7133757961783439	0.6956521739130435	0.5481832543443917	0.6456692913385826	0.57	0.6699029126213593	0.7174927191786753
RI_8195	RI@chr9@75023746-75025651	chr9:75023585-75023746	chr9:75025651-75025847	chr9:75023585-75025847	chr9:75023746-75025651	+	ENSMUSG00000034858	Fam214a	unannotated	42	212	325	0.8647342995169082	50	408	784	0.9226006191950464	0.05786631967813827	1.6166037735849057	0.03597498833243661	2.0263384615384616	0.0020146013821248595	0.03597498833243661	0.1041760967676222	No	0.717948717948718	0.9099099099099099	1.0	0.8666666666666667	0.8977505112474438	0.9768339768339769	0.7048626565343582
RI_31	RI@chr10@126013521-126014676	chr10:126013252-126013521	chr10:126014676-126015359	chr10:126013252-126015359	chr10:126013521-126014676	+	ENSMUSG00000020105	Lrig3	unannotated	96	2	18	0.09433962264150944	113	26	8	0.13076923076923078	0.036429608127721336	11.044247787610619	5.256817013868133e-05	0.3775811209439528	0.03606467714910869	0.03606467714910869	0.10439476514388221	No	0.32142857142857145	0.016666666666666666	0.0	0.05	0.288135593220339	0.09316770186335403	0.8209136607375433
RI_983	RI@chr11@87857978-87858603	chr11:87857861-87857978	chr11:87858603-87859313	chr11:87857861-87859313	chr11:87857978-87858603	+	ENSMUSG00000034121	Mks1	annotated	308	9	7	0.02531645569620253	284	37	17	0.08681672025723473	0.061500264561032206	4.458528951486698	2.153919723432839e-05	2.6338028169014085	0.036092079029944796	0.036092079029944796	0.10443303338959271	No	0.08247422680412371	0.0	0.0	0.07462686567164178	0.1223021582733813	0.07906976744186046	0.12885676145172126
RI_854	RI@chr11@70934594-70935127	chr11:70934405-70934594	chr11:70935127-70935182	chr11:70934405-70935182	chr11:70934594-70935127	+	ENSMUSG00000020817	Rabep1	annotated	609	21	18	0.031026252983293555	646	56	36	0.06647398843930635	0.0354477354560128	2.513931888544892	0.00024756859244707543	1.8854489164086687	0.03613388658233653	0.03613388658233653	0.10447190451210295	No	0.03614457831325301	0.03529411764705882	0.0	0.03896103896103896	0.06432748538011696	0.09053497942386832	0.10243657215385707
RI_5924	RI@chr5@3558693-3559138	chr5:3558661-3558693	chr5:3559138-3559159	chr5:3558661-3559159	chr5:3558693-3559138	+	ENSMUSG00000058503	Fam133b	annotated	24	129	246	0.8865248226950354	53	82	309	0.7867203219315896	-0.09980450076344582	0.2878455462922334	8.582828889994362e-06	0.5687988955361252	0.036127244810333733	0.036127244810333733	0.10447190451210295	No	0.7757009345794392	0.88	1.0	0.8070175438596491	0.8962264150943396	0.6374269005847953	0.35342593050862814
RI_6184	RI@chr6@149150431-149150509	chr6:149150342-149150431	chr6:149150509-149151437	chr6:149150342-149151437	chr6:149150431-149150509	+	ENSMUSG00000039958	Etfbkmt	unannotated	27	225	339	0.912621359223301	9	239	266	0.9655831739961759	0.05296181477287487	3.1866666666666665	0.0028226204535056624	2.353982300884956	0.036165263358756375	0.036165263358756375	0.10452158531157062	No	0.8787878787878788	0.8855218855218855	1.0	0.9615384615384616	0.9459459459459459	1.0	0.3526889317108347
RI_1257	RI@chr12@85132831-85134090	chr12:85132619-85132831	chr12:85134090-85134845	chr12:85132619-85134845	chr12:85132831-85134090	+	ENSMUSG00000004789	Dlst	unannotated	0	2630	152	1.0	6	3235	174	0.9964922537269805	-0.0035077462730195297	0.0	0.036297842630905436	0.0	0.03315399815259375	0.036297842630905436	0.10457641358919705	No	1.0	1.0	1.0	1.0	0.9865771812080537	1.0	0.42264973081036783
